ID	Description	geneID	status	celltype	Tissue	dataset	Dataset name
GO:0032370	positive regulation of lipid transport	DBI/IL1B/NMB/SPP1/PRELID1/MIF/ACSL1/APOE/NFKBIA	Up	C1_Fibroblasts_RORA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2000191	regulation of fatty acid transport	IL1B/FIS1/MIF/ACSL1/SYK	Up	C1_Fibroblasts_RORA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0032368	regulation of lipid transport	DBI/TSPO/IL1B/APOC1/NMB/SPP1/PRELID1/FIS1/MIF/ACSL1/SYK/APOE/NFKBIA	Up	C1_Fibroblasts_RORA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0030149	sphingolipid catabolic process	ASAH1/GLA/NEU1/PPT1/HEXB	Up	C1_Fibroblasts_RORA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0019216	regulation of lipid metabolic process	PRKG1/RORA/ZBTB20	Down	C1_Fibroblasts_RORA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045332	phospholipid translocation	ABCB1/ATP10A/MFSD2A	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0034204	lipid translocation	ABCB1/ATP10A/MFSD2A	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0097035	regulation of membrane lipid distribution	ABCB1/ATP10A/MFSD2A	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0015914	phospholipid transport	ABCB1/ATP10A/MFSD2A	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0006869	lipid transport	ABCG2/ABCB1/ATP10A/MFSD2A/SLCO2B1	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0045834	positive regulation of lipid metabolic process	FLT1/MFSD2A/SORBS1	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0006688	glycosphingolipid biosynthetic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0006687	glycosphingolipid metabolic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0009247	glycolipid biosynthetic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0006664	glycolipid metabolic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0030148	sphingolipid biosynthetic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0046467	membrane lipid biosynthetic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0006665	sphingolipid metabolic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0006643	membrane lipid metabolic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0006869	lipid transport	SLC2A1/ABCG2/SLCO2B1/ATP10A/APOLD1/ABCD3/ATP9A/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0015908	fatty acid transport	SLC2A1/SLCO2B1/ABCD3/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0045332	phospholipid translocation	ATP10A/ATP9A/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0034204	lipid translocation	ATP10A/ATP9A/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0097035	regulation of membrane lipid distribution	ATP10A/ATP9A/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0015909	long-chain fatty acid transport	SLC2A1/ABCD3/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:1902001	fatty acid transmembrane transport	SLC2A1/ABCD3	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0015914	phospholipid transport	ATP10A/ATP9A/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0006633	fatty acid biosynthetic process	PLP1/SCD	Up	C17_Glial_OPC_PCDH15	Brain	GSE159812	Yang et al. (Cortex and choroid plexi)
GO:0042362	fat-soluble vitamin biosynthetic process	IFNG/TNF	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher P et al. (T cells)
GO:0045834	positive regulation of lipid metabolic process	IFNG/TNF/NR4A3/CD74	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher P et al. (T cells)
GO:0046889	positive regulation of lipid biosynthetic process	IFNG/TNF/CD74	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher P et al. (T cells)
GO:0045923	positive regulation of fatty acid metabolic process	NR4A3/CD74	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher P et al. (T cells)
GO:0006775	fat-soluble vitamin metabolic process	IFNG/TNF	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher P et al. (T cells)
GO:0019216	regulation of lipid metabolic process	IFNG/TNF/NR4A3/CD74	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher P et al. (T cells)
GO:0046890	regulation of lipid biosynthetic process	IFNG/TNF/CD74	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher P et al. (T cells)
GO:0070723	response to cholesterol	CCL3	Down	C5_CD4_Cytotoxic|Th1_CCL4	Blood	GSE162086	Bacher P et al. (T cells)
GO:0045598	regulation of fat cell differentiation	ZFP36L1/RORC/ID2	Down	C7_CD4_Cytotoxic|Th1_GZMB	Blood	GSE162086	Bacher P et al. (T cells)
GO:0045444	fat cell differentiation	ZFP36L1/RORC/ID2	Down	C7_CD4_Cytotoxic|Th1_GZMB	Blood	GSE162086	Bacher P et al. (T cells)
GO:0045600	positive regulation of fat cell differentiation	ZFP36L1/ID2	Down	C7_CD4_Cytotoxic|Th1_GZMB	Blood	GSE162086	Bacher P et al. (T cells)
GO:0042362	fat-soluble vitamin biosynthetic process	IFNG	Up	C7_CD4_Cytotoxic|Th1_GZMB	Blood	GSE162086	Bacher P et al. (T cells)
GO:0032368	regulation of lipid transport	APOE/APOC1/DAB2/DBI/TSPO	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:1905952	regulation of lipid localization	APOE/APOC1/DAB2/DBI/TSPO	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:0046890	regulation of lipid biosynthetic process	APOE/APOC1/CD74/DAB2/TSPO	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:0033700	phospholipid efflux	APOE/APOC1	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:2001140	positive regulation of phospholipid transport	APOE/DBI	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:2001138	regulation of phospholipid transport	APOE/DBI	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:0019216	regulation of lipid metabolic process	APOE/APOC1/CD74/DAB2/TSPO/PSAP	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:0032374	regulation of cholesterol transport	APOE/APOC1/TSPO	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:0032370	positive regulation of lipid transport	APOE/DAB2/DBI	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:0006633	fatty acid biosynthetic process	APOC1/CD74/GPX4/GSTP1	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:0042759	long-chain fatty acid biosynthetic process	GPX4/GSTP1	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:0046889	positive regulation of lipid biosynthetic process	APOE/CD74/DAB2	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:0065005	protein-lipid complex assembly	APOE/APOC1	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al. (Cerebrospinal fluid)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	CD74/IL1B/FABP5	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006636	unsaturated fatty acid biosynthetic process	MIF/CD74/IL1B/FABP5	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0015909	long-chain fatty acid transport	MIF/CD36/FABP5/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:2000191	regulation of fatty acid transport	MIF/IL1B/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0015908	fatty acid transport	MIF/CD36/IL1B/FABP5/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0015911	long-chain fatty acid import across plasma membrane	CD36/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0045923	positive regulation of fatty acid metabolic process	CD74/MTLN/IL1B	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0019217	regulation of fatty acid metabolic process	CD74/MTLN/IL1B/FABP5	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0044539	long-chain fatty acid import into cell	CD36/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0042304	regulation of fatty acid biosynthetic process	CD74/IL1B/FABP5	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0140354	lipid import into cell	CD36/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:1902001	fatty acid transmembrane transport	CD36/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0045444	fat cell differentiation	WIF1/CEBPD/ARL4A/RETREG1/JAG1/ADGRF5	Down	C13_Plasma_IGKC	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0071398	cellular response to fatty acid	EDN1/ID3/PDK4/HES1	Down	C5_Endothelial_KLRB1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010885	regulation of cholesterol storage	CES1/MSR1	Down	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0071397	cellular response to cholesterol	CES1/INHBA	Down	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010878	cholesterol storage	CES1/MSR1	Down	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:1905952	regulation of lipid localization	MIF/APOE/NFKBIA/SPP1/CD36/PLTP/THBS1/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0032368	regulation of lipid transport	MIF/APOE/NFKBIA/SPP1/PLTP/THBS1/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0015909	long-chain fatty acid transport	MIF/APOE/CD36/FABP5/THBS1	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:1905954	positive regulation of lipid localization	MIF/APOE/NFKBIA/SPP1/CD36/PLTP	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0033344	cholesterol efflux	APOE/NFKBIA/PLTP/LIPA/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0030301	cholesterol transport	APOE/NFKBIA/CD36/PLTP/LIPA/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0032370	positive regulation of lipid transport	MIF/APOE/NFKBIA/SPP1/PLTP	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0140354	lipid import into cell	CD36/THBS1/LIPA	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006869	lipid transport	MIF/APOE/NFKBIA/SPP1/CD36/PLTP/FABP5/THBS1/LIPA/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010875	positive regulation of cholesterol efflux	APOE/NFKBIA/PLTP	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0015908	fatty acid transport	MIF/APOE/CD36/FABP5/THBS1	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0034368	protein-lipid complex remodeling	APOE/PLTP/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0032374	regulation of cholesterol transport	APOE/NFKBIA/PLTP/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0032376	positive regulation of cholesterol transport	APOE/NFKBIA/PLTP	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0015911	long-chain fatty acid import across plasma membrane	CD36/THBS1	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0070328	triglyceride homeostasis	APOE/MTLN/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0034370	triglyceride-rich lipoprotein particle remodeling	APOE/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0019915	lipid storage	APOE/NFKBIA/CD36/LIPA	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006775	fat-soluble vitamin metabolic process	PLTP/LIPA/LGMN	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0033700	phospholipid efflux	APOE/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006641	triglyceride metabolic process	APOE/PLAAT3/LIPA/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0071825	protein-lipid complex organization	APOE/PLTP/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010874	regulation of cholesterol efflux	APOE/NFKBIA/PLTP	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0044539	long-chain fatty acid import into cell	CD36/THBS1	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0043691	reverse cholesterol transport	APOE/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:1902001	fatty acid transmembrane transport	CD36/THBS1	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:1905953	negative regulation of lipid localization	NFKBIA/THBS1/APOC2	Up	C6_Macrophages_MRC1	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006695	cholesterol biosynthetic process	FDPS/EBP/CES1/HMGCS1	Down	C2_Epithelial_AT2_SFTPC	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0008203	cholesterol metabolic process	FDPS/EBP/SQLE/CES1/HMGCS1	Down	C2_Epithelial_AT2_SFTPC	Lung	GSE163919	Kropski JA et al. (Lung)
GO:1905952	regulation of lipid localization	CES1/ANXA2/MSR1/APOC1/LRP1/ABHD5/ACSL1/IRS2/APOE/LPL/PPARG/CAV1/ABCG1/EDN1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:1905954	positive regulation of lipid localization	CES1/ANXA2/MSR1/LRP1/ACSL1/APOE/LPL/PPARG/CAV1/ABCG1/EDN1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0032376	positive regulation of cholesterol transport	CES1/ANXA2/LRP1/APOE/PPARG/CAV1/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0070542	response to fatty acid	PDK4/SCD/ACSL1/LPL/AKR1C3/HES1/EDN1/ID3	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010875	positive regulation of cholesterol efflux	CES1/LRP1/APOE/PPARG/CAV1/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0032370	positive regulation of lipid transport	CES1/ANXA2/LRP1/ACSL1/APOE/PPARG/CAV1/ABCG1/EDN1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0019915	lipid storage	CES1/MSR1/ABHD5/APOE/LPL/PPARG/HEXB/CAV1/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0032368	regulation of lipid transport	CES1/ANXA2/APOC1/LRP1/ACSL1/IRS2/APOE/PPARG/CAV1/ABCG1/EDN1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010885	regulation of cholesterol storage	CES1/MSR1/LPL/PPARG/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0071398	cellular response to fatty acid	PDK4/LPL/AKR1C3/HES1/EDN1/ID3	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0032374	regulation of cholesterol transport	CES1/ANXA2/APOC1/LRP1/APOE/PPARG/CAV1/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006869	lipid transport	FABP4/CES1/INHBA/ANXA2/MSR1/PSAP/APOC1/LRP1/SLCO2B1/ACSL1/IRS2/APOE/SLC27A3/PPARG/RBP4/CAV1/ABCG1/EDN1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010878	cholesterol storage	CES1/MSR1/LPL/PPARG/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0019216	regulation of lipid metabolic process	CES1/PDK4/PSAP/APOC1/ABHD5/IRS2/APOE/AKR1C3/ASAH1/PPARG/FGR/IGFBP7/CAV1/ATP1A1/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0030301	cholesterol transport	CES1/ANXA2/MSR1/APOC1/LRP1/APOE/PPARG/CAV1/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006631	fatty acid metabolic process	CES1/PDK4/APOC1/ALOX5/SCD/ABHD5/ACSL1/IRS2/LPL/AKR1C3/ASAH1/SLC27A3/PPARG/AKR1B1/CAV1/EDN1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0033344	cholesterol efflux	CES1/APOC1/LRP1/APOE/PPARG/CAV1/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010874	regulation of cholesterol efflux	CES1/LRP1/APOE/PPARG/CAV1/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010883	regulation of lipid storage	CES1/MSR1/ABHD5/LPL/PPARG/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0055088	lipid homeostasis	FABP4/CES1/ABHD5/IRS2/APOE/LPL/RTN4/PPARG/CAV1/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0015908	fatty acid transport	FABP4/SLCO2B1/ACSL1/IRS2/APOE/SLC27A3/PPARG/EDN1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010888	negative regulation of lipid storage	CES1/ABHD5/PPARG/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:1905953	negative regulation of lipid localization	CES1/APOC1/ABHD5/IRS2/PPARG/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0015909	long-chain fatty acid transport	FABP4/ACSL1/IRS2/APOE/SLC27A3/PPARG	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010887	negative regulation of cholesterol storage	CES1/PPARG/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0046890	regulation of lipid biosynthetic process	CES1/PDK4/APOC1/APOE/AKR1C3/ASAH1/IGFBP7/ATP1A1/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0033700	phospholipid efflux	APOC1/APOE/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0016042	lipid catabolic process	CES1/APOC1/CYP27A1/PNPLA6/ABHD5/IRS2/APOE/LPL/AKR1C3/ASAH1/HEXB/MGST2	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0034368	protein-lipid complex remodeling	APOC1/APOE/LPL/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010889	regulation of sequestering of triglyceride	ABHD5/LPL/PPARG	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0090205	positive regulation of cholesterol metabolic process	CES1/APOE/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0042632	cholesterol homeostasis	FABP4/CES1/APOE/LPL/CAV1/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0030730	sequestering of triglyceride	ABHD5/LPL/PPARG	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0044242	cellular lipid catabolic process	APOC1/PNPLA6/ABHD5/IRS2/LPL/AKR1C3/ASAH1/HEXB/MGST2	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006641	triglyceride metabolic process	APOC1/ABHD5/ACSL1/APOE/LPL/CAV1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0043691	reverse cholesterol transport	CES1/APOE/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0045834	positive regulation of lipid metabolic process	CES1/ABHD5/IRS2/APOE/PPARG/FGR/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0045444	fat cell differentiation	FABP4/ALOX5/CEBPB/KLF4/LPL/PPARG/TCF7L2/HES1/ADIRF	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0071825	protein-lipid complex organization	APOC1/APOE/LPL/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006633	fatty acid biosynthetic process	PDK4/APOC1/ALOX5/SCD/LPL/AKR1C3/EDN1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006638	neutral lipid metabolic process	APOC1/ABHD5/ACSL1/APOE/LPL/CAV1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:2000191	regulation of fatty acid transport	ACSL1/IRS2/EDN1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0015911	long-chain fatty acid import across plasma membrane	ACSL1/IRS2	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0032367	intracellular cholesterol transport	CES1/ANXA2/ABCG1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0019217	regulation of fatty acid metabolic process	PDK4/APOC1/IRS2/PPARG/CAV1	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0046503	glycerolipid catabolic process	APOC1/PNPLA6/ABHD5/LPL	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0045598	regulation of fat cell differentiation	ALOX5/CEBPB/LPL/PPARG/HES1/ADIRF	Down	C9_CD8_Tex_CD69	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006631	fatty acid metabolic process	CES1/AKR1C3/PPARG/LPL/AKR1C2/SCD/APOC1/HPGD/ACOT7/PDK4/AKR1B1/ABHD5/ALOX5AP/ALOX5/MGST3/FABP5	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0033559	unsaturated fatty acid metabolic process	AKR1C3/AKR1C2/SCD/HPGD/AKR1B1/ALOX5/MGST3/FABP5	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010883	regulation of lipid storage	CES1/PPARG/LPL/MSR1/PLIN2/ABHD5	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010889	regulation of sequestering of triglyceride	PPARG/LPL/PLIN2/ABHD5	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0019915	lipid storage	CES1/PPARG/LPL/MSR1/PLIN2/ABHD5/HEXB	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0030730	sequestering of triglyceride	PPARG/LPL/PLIN2/ABHD5	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010885	regulation of cholesterol storage	CES1/PPARG/LPL/MSR1	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
GO:1905952	regulation of lipid localization	CES1/PPARG/LPL/MSR1/APOC1/PLIN2/ABHD5/ANXA2/RETN	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
GO:1905954	positive regulation of lipid localization	CES1/PPARG/LPL/MSR1/PLIN2/ANXA2/RETN	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0010878	cholesterol storage	CES1/PPARG/LPL/MSR1	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0006633	fatty acid biosynthetic process	AKR1C3/LPL/SCD/APOC1/ACOT7/PDK4/ALOX5/FABP5	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
GO:0070542	response to fatty acid	AKR1C3/LPL/AKR1C2/SCD/PDK4	Down	C7_Macrophages_MS4A6A	Lung	GSE163919	Kropski JA et al. (Lung)
